,x,yhat,y
344,"[0.0, 0.02865668590086241, 0.6771264139527174, 1.0]",[0],[0]
345,"[1.0, 0.1771100413908396, 0.20942114702283673, 1.0]",[0],[0]
346,"[0.0, 0.290334696380927, 0.3964084280027238, 1.0]",[0],[0]
347,"[0.0, 0.2965136724587765, 0.6250832292579911, 1.0]",[0],[0]
348,"[1.0, 0.17628329846974863, 0.338714961393222, 1.0]",[0],[0]
349,"[0.0, 0.4141519930319125, 0.6437466219899705, 1.0]",[0],[0]
350,"[0.0, 0.33852962583549984, 0.5103960773588013, 1.0]",[0],[0]
351,"[0.0, 0.2225338164022759, 0.3558817466914162, 1.0]",[0],[0]
352,"[0.0, 0.30145344323816653, 0.7001532082171658, 1.0]",[0],[0]
353,"[0.0, 0.06653183279107218, 0.662053978952444, 1.0]",[0],[0]
354,"[0.0, 0.007078371238628232, 0.3287494399530666, 1.0]",[0],[0]
355,"[1.0, 0.5925641801119202, 0.19452830233706647, 1.0]",[0],[1]
356,"[0.0, 0.4332709721864642, 0.25781270261277983, 1.0]",[0],[0]
357,"[0.0, 0.11847060268533088, 0.5392042661091846, 1.0]",[0],[0]
358,"[0.0, 0.4589667484333675, 0.7700343018620205, 1.0]",[0],[0]
359,"[0.0, 0.29252468528904224, 0.7929071123244897, 1.0]",[0],[0]
360,"[0.0, 0.18158662992135136, 0.253747892636508, 1.0]",[0],[0]
361,"[1.0, 0.7112480348356877, 0.2903071860554117, 1.0]",[0],[0]
362,"[0.0, 0.0, 0.6037221222144121, 1.0]",[0],[0]
363,"[1.0, 0.25977219243604094, 0.20373204218918015, 1.0]",[0],[0]
364,"[1.0, 0.3264474214757234, 0.3227534334344528, 1.0]",[0],[0]
365,"[0.0, 0.07723487199846654, 0.49163980293471726, 1.0]",[0],[0]
366,"[1.0, 0.29971518861089624, 0.13032989094483097, 1.0]",[0],[0]
367,"[0.0, 0.6534441516952987, 0.4232629596569104, 1.0]",[0],[0]
368,"[0.0, 0.15184076726174067, 0.6609052757743441, 1.0]",[0],[0]
369,"[0.0, 0.3033973697777116, 0.4958999445601137, 1.0]",[0],[0]
370,"[0.0, 0.0, 0.48157086660468024, 1.0]",[0],[0]
371,"[0.0, 0.3772413522959841, 0.5535858109665421, 1.0]",[0],[0]
372,"[0.0, 0.2328756283765263, 0.39933241446765144, 1.0]",[0],[0]
373,"[0.0, 0.1345496396817747, 0.4788460096920763, 1.0]",[0],[0]
374,"[0.0, 0.15345592954034387, 0.5154201615382157, 1.0]",[0],[0]
375,"[0.0, 0.6860519397548913, 0.7320466606320213, 1.0]",[0],[0]
376,"[1.0, 0.44424186256101833, 0.22191442640034276, 1.0]",[0],[0]
377,"[0.0, 0.7561199196913284, 0.676834733008531, 1.0]",[1],[1]
378,"[1.0, 0.18043160210833395, 0.26047852770005503, 1.0]",[0],[0]
379,"[0.0, 0.2728544798392281, 0.5856886990157326, 1.0]",[0],[0]
380,"[0.0, 0.29221398171915336, 0.36319135411249903, 1.0]",[0],[0]
381,"[1.0, 0.31064341533144535, 0.3890527908247417, 1.0]",[0],[0]
382,"[0.0, 0.0, 0.5659099278445073, 1.0]",[0],[0]
383,"[1.0, 0.25804526827036267, 0.2904087092756875, 1.0]",[0],[0]
384,"[1.0, 0.05779255964856021, 0.2345134074885409, 1.0]",[0],[0]
385,"[0.0, 0.073915437925281, 0.3550396830465007, 1.0]",[0],[0]
386,"[1.0, 0.4578884348832815, 0.2091453615717041, 1.0]",[0],[0]
387,"[1.0, 0.534985082385857, 0.3524563446740375, 1.0]",[0],[0]
388,"[0.0, 0.15867415125357393, 0.5763699384245505, 1.0]",[0],[0]
389,"[0.0, 0.3590925100506699, 0.3923493055383152, 1.0]",[0],[0]
390,"[0.0, 0.46509511849173224, 0.6804056631966509, 1.0]",[0],[0]
391,"[0.0, 0.0017629411294281213, 0.6017913570958472, 1.0]",[0],[0]
392,"[0.0, 0.3489815629703629, 0.5127898863197526, 1.0]",[0],[0]
393,"[0.0, 0.08227324869047868, 0.4846351917893751, 1.0]",[0],[0]
394,"[0.0, 0.029198764057831682, 0.4160105180846226, 1.0]",[0],[0]
395,"[0.0, 0.28405018870622756, 0.28490494176091186, 1.0]",[0],[0]
396,"[0.0, 0.30563050434605504, 0.3527832020444165, 1.0]",[0],[0]
397,"[1.0, 0.39790983829540394, 0.2212289471909259, 1.0]",[0],[0]
398,"[0.0, 0.21407505618864917, 0.5372362993458051, 1.0]",[0],[0]
399,"[0.0, 0.2216431550254802, 0.7659694870768848, 1.0]",[0],[0]
400,"[0.0, 0.12861543038768924, 0.3923259492992369, 1.0]",[0],[0]
401,"[1.0, 0.5959300136698984, 0.13417502199477754, 1.0]",[0],[0]
402,"[0.0, 0.0010710886708744929, 0.5379312000810942, 1.0]",[0],[0]
403,"[0.0, 0.5974139749772448, 0.7076296931031283, 1.0]",[0],[1]
404,"[1.0, 0.21973534033641887, 0.22782845072265057, 1.0]",[0],[0]
405,"[1.0, 0.1892238311354362, 0.17587775050788274, 1.0]",[0],[0]
406,"[0.0, 0.18131219391022502, 0.4496781904778312, 1.0]",[0],[0]
407,"[0.0, 0.41984468921610074, 0.6449655542265624, 1.0]",[0],[0]
408,"[0.0, 0.2855579518681681, 0.25952412776121636, 1.0]",[0],[0]
409,"[0.0, 0.06890306583445191, 0.2818664965069949, 1.0]",[0],[0]
410,"[0.0, 0.0, 0.5735352514604174, 1.0]",[0],[0]
411,"[1.0, 0.22399650693397863, 0.1704884321643688, 1.0]",[0],[0]
412,"[0.0, 0.3148966108179611, 0.7795030419830292, 1.0]",[0],[0]
413,"[1.0, 0.33349748207092067, 0.2462379976887089, 1.0]",[0],[0]
414,"[1.0, 0.6932910127951231, 0.3532282386155792, 1.0]",[0],[0]
415,"[0.0, 0.03972426138156013, 0.47428443254845687, 1.0]",[0],[0]
416,"[0.0, 0.09016506402196987, 0.667143857318798, 1.0]",[0],[0]
417,"[1.0, 0.44571361171288176, 0.17090577998500056, 1.0]",[0],[0]
418,"[1.0, 0.2377856315230316, 0.3087716876173136, 1.0]",[0],[0]
419,"[0.0, 0.13421281999449036, 0.28230940618641603, 1.0]",[0],[0]
420,"[0.0, 0.41244910919975536, 0.629905023637217, 1.0]",[0],[0]
421,"[0.0, 0.279688726084964, 0.46018620368547897, 1.0]",[0],[0]
422,"[0.0, 0.20411402890467675, 0.7601870746231907, 1.0]",[0],[0]
423,"[0.0, 0.36612539014172935, 0.47829265057947407, 1.0]",[0],[0]
424,"[0.0, 0.17944360497350492, 0.3435248906568066, 1.0]",[0],[0]
425,"[1.0, 0.3276813710829094, 0.2466594816817559, 1.0]",[0],[0]
426,"[0.0, 0.0, 0.5436677558969844, 1.0]",[0],[0]
427,"[0.0, 0.22297267587268563, 0.5235827951648262, 1.0]",[0],[0]
428,"[0.0, 0.05876825910702724, 0.6782405290347565, 1.0]",[0],[0]
429,"[0.0, 0.38899303737075247, 0.5732645781062504, 1.0]",[0],[0]
430,"[0.0, 0.224902626605245, 0.787504924637186, 1.0]",[0],[0]
431,"[0.0, 0.43508603228637877, 0.7813572252592871, 1.0]",[0],[0]
432,"[0.0, 0.0, 0.7217451221725953, 1.0]",[0],[0]
433,"[0.0, 0.16706597619655705, 0.3989899931410257, 1.0]",[0],[0]
434,"[0.0, 0.40768210984767667, 0.5837195693317005, 1.0]",[0],[0]
435,"[0.0, 0.5433136944392248, 0.13945220299393174, 1.0]",[0],[0]
436,"[0.0, 0.45839402753887437, 0.7090447188502602, 1.0]",[0],[0]
437,"[0.0, 0.1719895117977552, 0.6515846629462392, 1.0]",[0],[0]
438,"[0.0, 0.5319717986680756, 0.645151623179715, 1.0]",[0],[0]
439,"[0.0, 0.0, 0.6384110957338358, 1.0]",[0],[0]
440,"[0.0, 0.46202776109002963, 0.28378258126367933, 1.0]",[0],[0]
441,"[1.0, 0.4434029743188229, 0.2618393166086082, 1.0]",[0],[0]
442,"[0.0, 0.09596725740993735, 0.7271670359564253, 1.0]",[0],[0]
443,"[1.0, 0.46743527829603176, 0.2601022593919714, 1.0]",[0],[0]
444,"[0.0, 0.3193338185659918, 0.5706896336741728, 1.0]",[0],[0]
445,"[0.0, 0.3627648485554681, 0.3337561010695057, 1.0]",[0],[0]
446,"[0.0, 0.49807545961211, 0.6463416049573225, 1.0]",[0],[0]
447,"[0.0, 0.13910213695895565, 0.6466289943340964, 1.0]",[0],[0]
448,"[0.0, 0.6439851359648759, 0.47427151401686074, 1.0]",[0],[0]
449,"[1.0, 0.0, 0.31120451185169634, 1.0]",[0],[0]
450,"[0.0, 0.21253192705391807, 0.5073187437854563, 1.0]",[0],[0]
451,"[0.0, 0.2899672816179973, 0.5307543935545378, 1.0]",[0],[0]
452,"[0.0, 0.16001643460383996, 0.29616371848796186, 1.0]",[0],[0]
453,"[0.0, 0.5172452792339133, 0.47670664774241167, 1.0]",[0],[0]
454,"[0.0, 0.25534153238502233, 0.6806204295251583, 1.0]",[0],[0]
455,"[1.0, 0.7135315700227085, 0.15975261126449744, 1.0]",[0],[1]
456,"[0.0, 0.4397829003734473, 0.5848287612364215, 1.0]",[0],[0]
457,"[1.0, 0.24546752937688157, 0.2331762787392555, 1.0]",[0],[0]
458,"[1.0, 0.24245932767140807, 0.2823638628587666, 1.0]",[0],[0]
459,"[0.0, 0.6810342146598236, 0.5707020285892039, 1.0]",[0],[1]
460,"[0.0, 0.20353121692319884, 0.4418646123488892, 1.0]",[0],[0]
461,"[0.0, 0.3517851072596988, 0.7082382670398013, 1.0]",[0],[0]
462,"[1.0, 0.36504755290903274, 0.17992784975773424, 1.0]",[0],[0]
463,"[1.0, 0.5242172182014398, 0.14994968327859506, 1.0]",[0],[0]
464,"[0.0, 0.43936377460099635, 0.4884804114598109, 1.0]",[0],[0]
465,"[0.0, 0.05109741247214559, 0.5379570425027347, 1.0]",[0],[0]
466,"[0.0, 0.25042884746198235, 0.49773935857920953, 1.0]",[0],[0]
467,"[0.0, 0.3041852355476481, 0.5919287626519963, 1.0]",[0],[0]
468,"[1.0, 0.2940532295725009, 0.19292301087268346, 1.0]",[0],[0]
469,"[0.0, 0.17247342231097387, 0.35441701460494873, 1.0]",[0],[0]
470,"[0.0, 0.12101698000250893, 0.5837326622189569, 1.0]",[0],[0]
471,"[1.0, 0.11695285362331938, 0.21582214423098064, 1.0]",[0],[0]
472,"[0.0, 0.3573394910913043, 0.5491432806801243, 1.0]",[0],[0]
473,"[1.0, 0.43277855539740545, 0.31656968928696294, 1.0]",[0],[0]
474,"[1.0, 0.28912819882522073, 0.2483368894775615, 1.0]",[0],[0]
475,"[1.0, 0.36560216843063914, 0.2720123109797052, 1.0]",[0],[0]
476,"[0.0, 0.3535504396433239, 0.4590812720218583, 1.0]",[0],[0]
477,"[0.0, 0.14751724660009824, 0.6189771114380164, 1.0]",[0],[0]
478,"[0.0, 0.09551283773581558, 0.5047141444645517, 1.0]",[0],[0]
479,"[1.0, 0.7326454879988935, 0.16836627536745316, 1.0]",[0],[1]
480,"[1.0, 0.5662744775599573, 0.13503901955426822, 1.0]",[0],[0]
481,"[1.0, 0.08123876869741849, 0.30844947464755096, 1.0]",[0],[0]
482,"[0.0, 0.17603269773040578, 0.45165247004275844, 1.0]",[0],[0]
483,"[1.0, 0.23248485379269138, 0.3026794509260631, 1.0]",[0],[0]
484,"[0.0, 0.23900636099626799, 0.44798540297395867, 1.0]",[0],[0]
485,"[1.0, 0.5721345452625951, 0.24942232957981114, 1.0]",[0],[0]
486,"[0.0, 0.4076649928625706, 0.41020286527903016, 1.0]",[0],[0]
487,"[1.0, 0.2755184566158021, 0.147538464582091, 1.0]",[0],[0]
488,"[1.0, 0.6606575100764994, 0.2797240597698442, 1.0]",[0],[0]
489,"[1.0, 0.6281485310321981, 0.2039350248779379, 1.0]",[0],[0]
490,"[0.0, 0.1021201675150127, 0.40797493079137503, 1.0]",[0],[0]
491,"[0.0, 0.6756114076769243, 0.6092887286632547, 1.0]",[0],[0]
492,"[1.0, 0.6293384692968832, 0.20700574076777326, 1.0]",[0],[0]
493,"[0.0, 0.1504887230782458, 0.7358654561456981, 1.0]",[0],[0]
494,"[0.0, 0.24499288231951505, 0.5988640698268368, 1.0]",[0],[0]
495,"[0.0, 0.17239860209063, 0.6751181649864008, 1.0]",[0],[0]
496,"[0.0, 0.31647058488493224, 0.6949312364088419, 1.0]",[0],[0]
497,"[1.0, 0.42146386016346793, 0.2895825644811641, 1.0]",[0],[1]
498,"[0.0, 0.20934354246324277, 0.6294495271004027, 1.0]",[0],[0]
499,"[1.0, 0.23499700636988438, 0.25308361859271294, 1.0]",[0],[0]
500,"[0.0, 0.07421370453656571, 0.5570453937005233, 1.0]",[0],[0]
501,"[0.0, 0.34528558253878183, 0.34344135148781224, 1.0]",[0],[0]
502,"[0.0, 0.43872339275164274, 0.399857310740054, 1.0]",[0],[0]
503,"[0.0, 0.5619665825424528, 0.8288354836428816, 1.0]",[0],[0]
504,"[1.0, 0.5894051556301875, 0.25556849149526906, 1.0]",[0],[0]
505,"[0.0, 0.34907132530827706, 0.33787141208419785, 1.0]",[0],[0]
506,"[0.0, 0.27915110514435076, 0.6582819611800749, 1.0]",[0],[0]
507,"[0.0, 0.3947234595649237, 0.6101731019280673, 1.0]",[0],[0]
508,"[1.0, 0.18835586688691902, 0.30382380386861246, 1.0]",[0],[0]
509,"[0.0, 0.210344218162578, 0.5769998582204595, 1.0]",[0],[0]
510,"[0.0, 0.29225309301667934, 0.49806137699608416, 1.0]",[0],[0]
511,"[0.0, 0.17701098033383866, 0.6943497876238676, 1.0]",[0],[0]
512,"[1.0, 0.2542460156508121, 0.20645368362068411, 1.0]",[0],[0]
513,"[0.0, 0.2021987882907567, 0.4810862470393706, 1.0]",[0],[0]
514,"[0.0, 0.649645656331109, 0.43745330354171424, 1.0]",[0],[0]
515,"[0.0, 0.4204710388598978, 0.49877663543780515, 1.0]",[0],[0]
516,"[1.0, 0.4659111323476156, 0.2133294457957351, 1.0]",[0],[0]
517,"[0.0, 0.46789876039542827, 0.5657992040312998, 1.0]",[0],[0]
518,"[0.0, 0.39004891657147245, 0.7185010881005566, 1.0]",[0],[0]
519,"[0.0, 0.10870368824380598, 0.5950497229243233, 1.0]",[0],[0]
520,"[1.0, 0.41703532457164316, 0.25365803008646576, 1.0]",[0],[0]
521,"[0.0, 0.0899719747928633, 0.31264131364527614, 1.0]",[0],[0]
522,"[0.0, 0.22875893506321138, 0.4924807070938829, 1.0]",[0],[0]
523,"[0.0, 0.40744050620620575, 0.45753832651430903, 1.0]",[0],[0]
524,"[0.0, 0.0, 0.4920132094192812, 1.0]",[0],[0]
525,"[1.0, 0.08862893735188575, 0.17296737505093226, 1.0]",[0],[0]
526,"[1.0, 0.3477417670503964, 0.2523231036593848, 1.0]",[0],[0]
527,"[0.0, 0.40122293937796055, 0.6178127738194665, 1.0]",[0],[0]
528,"[0.0, 0.3719404920210421, 0.6770027688599918, 1.0]",[0],[0]
529,"[0.0, 0.27622888631905307, 0.5196330986699952, 1.0]",[0],[0]
530,"[0.0, 0.26322114558242, 0.3958120988071366, 1.0]",[0],[0]
531,"[0.0, 0.26277550581327686, 0.6691848811647471, 1.0]",[0],[0]
532,"[0.0, 0.19222893171067237, 0.8192346073497138, 1.0]",[0],[0]
533,"[1.0, 0.2651670041403438, 0.2548160792225789, 1.0]",[0],[0]
534,"[0.0, 0.6603883811445229, 0.6523311192350724, 1.0]",[0],[0]
535,"[0.0, 0.10748161447276933, 0.23130178790614503, 1.0]",[0],[0]
536,"[0.0, 0.5178250467474454, 0.4813499656773764, 1.0]",[0],[1]
537,"[0.0, 0.3757567045988159, 0.46787332010149474, 1.0]",[0],[0]
538,"[0.0, 0.34735755146589237, 0.42292948693875543, 1.0]",[0],[0]
539,"[0.0, 0.1107864383398139, 0.7794226068668918, 1.0]",[0],[0]
540,"[0.0, 0.22703226923086683, 0.7590469907150923, 1.0]",[0],[0]
541,"[1.0, 0.17627648750405686, 0.21433421803284153, 1.0]",[0],[0]
542,"[1.0, 0.41182448202934624, 0.29981361049376015, 1.0]",[0],[0]
543,"[0.0, 0.5175696444816736, 0.49623298063343957, 1.0]",[0],[0]
544,"[0.0, 0.3005414727708664, 0.42379599183980887, 1.0]",[0],[0]
545,"[0.0, 0.244912029674874, 0.43676564577961946, 1.0]",[0],[0]
546,"[0.0, 0.5887897470077502, 0.6667976220136286, 1.0]",[0],[1]
547,"[1.0, 0.13744625577867217, 0.2933482919849472, 1.0]",[0],[0]
548,"[1.0, 0.2882607432563991, 0.18573617841477869, 1.0]",[0],[0]
549,"[1.0, 0.32073787850719765, 0.24751376478687348, 1.0]",[0],[0]
550,"[0.0, 0.3332905652082281, 0.47473175126896244, 1.0]",[0],[0]
551,"[0.0, 0.0, 0.4871178321425831, 1.0]",[0],[0]
552,"[0.0, 0.6203518494279648, 0.5300122036896295, 1.0]",[0],[0]
553,"[0.0, 0.3015114587941477, 0.831374682279298, 1.0]",[0],[0]
554,"[0.0, 0.5083000627727774, 0.6927119402892473, 1.0]",[0],[0]
555,"[0.0, 0.629482753945427, 0.7374090089440417, 1.0]",[0],[0]
556,"[1.0, 0.16406654377188254, 0.2628083453857872, 1.0]",[0],[0]
557,"[0.0, 0.009695825644064446, 0.6638655150265691, 1.0]",[0],[0]
558,"[0.0, 0.2032885655944479, 0.1261057432112468, 1.0]",[0],[0]
559,"[0.0, 0.4483484086524983, 0.5659883185065675, 1.0]",[0],[0]
560,"[1.0, 0.5082258396916111, 0.3439552474156731, 1.0]",[0],[0]
561,"[0.0, 0.35995976880844643, 0.5485815531828125, 1.0]",[0],[0]
562,"[0.0, 0.336852233253205, 0.6445204007313124, 1.0]",[0],[0]
563,"[0.0, 0.618686038331763, 0.3252487979037651, 1.0]",[0],[0]
564,"[0.0, 0.1967181616587358, 0.5488314271020626, 1.0]",[0],[0]
565,"[0.0, 0.35224418914033306, 0.5709327927708651, 1.0]",[0],[0]
566,"[0.0, 0.2164211833535639, 0.5489754238557915, 1.0]",[0],[0]
567,"[0.0, 0.23876776629578725, 0.46053302732077994, 1.0]",[0],[0]
568,"[0.0, 0.1300302179624757, 0.5656845754207218, 1.0]",[0],[0]
569,"[0.0, 0.15663711421486248, 0.32932178761989106, 1.0]",[0],[0]
570,"[0.0, 0.3732307494038358, 0.7607505131142271, 1.0]",[0],[0]
571,"[0.0, 0.28829724209827917, 0.38916691079493027, 1.0]",[0],[0]
572,"[0.0, 0.5399432461444731, 0.5629441034405192, 1.0]",[0],[0]
573,"[0.0, 0.25590966634644635, 0.4935650484394622, 1.0]",[0],[0]
574,"[0.0, 0.4721286144084697, 0.9681834183714654, 1.0]",[0],[0]
575,"[0.0, 0.12168164126710121, 0.3365576714498877, 1.0]",[0],[0]
576,"[0.0, 0.5563898436284106, 0.554845518932889, 1.0]",[0],[0]
577,"[0.0, 0.3467583428337611, 0.5463511520228425, 1.0]",[0],[0]
578,"[0.0, 0.479399373122764, 0.46437964760713396, 1.0]",[0],[0]
579,"[0.0, 0.3700478888214829, 0.5135966637589859, 1.0]",[0],[0]
580,"[0.0, 0.49694100103980726, 0.783115662134602, 1.0]",[0],[0]
581,"[0.0, 0.25884914550792715, 0.4625062182963488, 1.0]",[0],[0]
582,"[0.0, 0.5857676580301218, 0.3525380997545781, 1.0]",[0],[1]
583,"[0.0, 0.28661802731847014, 0.6056364426676822, 1.0]",[0],[0]
584,"[0.0, 0.22032696142053235, 0.6670013169638068, 1.0]",[0],[0]
585,"[1.0, 0.22835398383018538, 0.2223849568192217, 1.0]",[0],[0]
586,"[1.0, 0.03655601759083256, 0.16432285659113258, 1.0]",[0],[0]
587,"[0.0, 0.4898941800659273, 0.6431316146179674, 1.0]",[0],[0]
588,"[0.0, 0.5046960818224228, 0.5617307283268843, 1.0]",[0],[0]
589,"[0.0, 0.364593214762304, 0.6252361933060614, 1.0]",[0],[0]
590,"[0.0, 0.43313845814948154, 0.5386283990410707, 1.0]",[0],[0]
591,"[0.0, 0.09450066362243079, 0.7882009889801082, 1.0]",[0],[0]
592,"[1.0, 0.5115616866907889, 0.1460599335297715, 1.0]",[0],[0]
593,"[0.0, 0.460512110717925, 0.4340535841543034, 1.0]",[0],[0]
594,"[0.0, 0.4489320909125252, 0.6627008370778614, 1.0]",[0],[0]
595,"[0.0, 0.3364755129897972, 0.587226626954838, 1.0]",[0],[0]
596,"[0.0, 0.0, 0.43771620439808917, 1.0]",[0],[0]
597,"[1.0, 0.46573355596550525, 0.31040639792401115, 1.0]",[0],[0]
598,"[1.0, 0.3178371909759924, 0.2366008980110106, 1.0]",[0],[0]
599,"[0.0, 0.15948992056495245, 0.816113734736103, 1.0]",[0],[0]
600,"[0.0, 0.2758282182881151, 0.5759915837565771, 1.0]",[0],[0]
601,"[0.0, 0.29312946423132863, 0.7113492520799437, 1.0]",[0],[0]
602,"[0.0, 0.41246412282332934, 0.4419220889876791, 1.0]",[0],[0]
603,"[0.0, 0.12301422402549764, 0.26845117479830455, 1.0]",[0],[0]
604,"[1.0, 0.255301749202317, 0.24948535578477235, 1.0]",[0],[0]
605,"[0.0, 0.16396449362829818, 0.5321824529712039, 1.0]",[0],[0]
606,"[0.0, 0.2774628017932361, 0.5326347381488014, 1.0]",[0],[0]
607,"[0.0, 0.5681845257379147, 0.41671021325707724, 1.0]",[0],[0]
608,"[0.0, 0.3768859109458895, 0.5427192170012924, 1.0]",[0],[0]
609,"[0.0, 0.11386221529089688, 0.47347375553290527, 1.0]",[0],[0]
610,"[0.0, 0.20920158447237652, 0.5396157131791945, 1.0]",[0],[0]
611,"[0.0, 0.059436258059389686, 0.4868537353904898, 1.0]",[0],[0]
612,"[0.0, 0.27816054121524375, 0.5015123263082648, 1.0]",[0],[0]
613,"[0.0, 0.4210602411724354, 0.8404251695515159, 1.0]",[0],[0]
614,"[1.0, 0.0, 0.2774221874905715, 1.0]",[0],[0]
615,"[0.0, 0.4019077423542209, 0.6712890120045685, 1.0]",[0],[0]
616,"[0.0, 0.5361629961135514, 0.4509239093221135, 1.0]",[0],[0]
617,"[0.0, 0.2569529378858736, 0.4055517337648373, 1.0]",[0],[0]
618,"[0.0, 0.24242763883269627, 0.6203972692045495, 1.0]",[0],[0]
619,"[0.0, 0.14913479638052854, 0.4525364015790859, 1.0]",[0],[0]
620,"[1.0, 0.0, 0.23187499924490018, 1.0]",[0],[0]
621,"[0.0, 0.3593444459706091, 0.6115418591238655, 1.0]",[0],[0]
622,"[0.0, 0.18220751726748677, 0.6422675465742737, 1.0]",[0],[0]
623,"[1.0, 0.0904567398367334, 0.27987688971931374, 1.0]",[0],[0]
624,"[0.0, 0.2979124568919765, 0.5652082894789066, 1.0]",[0],[0]
625,"[1.0, 0.4596183941736553, 0.1960310762455449, 1.0]",[0],[0]
626,"[0.0, 0.5578279454004086, 0.4959201112859563, 1.0]",[0],[0]
627,"[1.0, 0.0, 0.12427232943129406, 1.0]",[0],[0]
628,"[1.0, 0.08321950798191154, 0.34205995027784036, 1.0]",[0],[0]
629,"[1.0, 0.15933030190977057, 0.24752416141291947, 1.0]",[0],[0]
630,"[0.0, 0.2151885956757955, 0.5346197281524838, 1.0]",[0],[0]
631,"[0.0, 0.4428982986580302, 0.2508601720115079, 1.0]",[0],[0]
632,"[1.0, 0.49462985956232924, 0.20228909755303742, 1.0]",[0],[0]
633,"[0.0, 0.1961534809324547, 0.5378089141106621, 1.0]",[0],[0]
634,"[1.0, 0.7117944620156823, 0.30062463251093735, 1.0]",[0],[1]
635,"[0.0, 0.4723237579847191, 0.5066321011058024, 1.0]",[0],[0]
636,"[0.0, 0.1540027267205823, 0.7341757077063237, 1.0]",[0],[0]
637,"[0.0, 0.4976573898529807, 0.6833175450645222, 1.0]",[0],[0]
638,"[0.0, 0.0, 0.4962062962484532, 1.0]",[0],[0]
639,"[0.0, 0.5051334834444026, 0.49006801606069267, 1.0]",[0],[0]
640,"[1.0, 0.5349277189736715, 0.13229979622988894, 1.0]",[0],[0]
641,"[0.0, 0.2680630540287429, 0.4767152279919187, 1.0]",[0],[0]
642,"[1.0, 0.2729078909058716, 0.2455203956815851, 1.0]",[0],[0]
643,"[0.0, 0.18363137122335957, 0.4625843290825384, 1.0]",[0],[0]
644,"[0.0, 0.06169073238519597, 0.5248264912636162, 1.0]",[0],[0]
645,"[0.0, 0.0, 0.45947351922243296, 1.0]",[0],[0]
646,"[1.0, 0.22648462776741268, 0.2920660076398273, 1.0]",[0],[0]
647,"[1.0, 0.22584707247729788, 0.24461234480819918, 1.0]",[0],[0]
648,"[1.0, 0.5172837120155663, 0.25673344148826927, 1.0]",[0],[0]
649,"[0.0, 0.41882306508325456, 0.5892520987980016, 1.0]",[0],[0]
650,"[0.0, 0.4709477500220757, 0.6885158927113583, 1.0]",[0],[0]
651,"[0.0, 0.27694574289752794, 0.695660511589245, 1.0]",[0],[0]
652,"[0.0, 0.12306425713044156, 0.6154054979790547, 1.0]",[0],[0]
653,"[1.0, 0.49798212845400597, 0.1467616278155879, 1.0]",[0],[0]
654,"[1.0, 0.3897433048845831, 0.2518973584634649, 1.0]",[0],[0]
655,"[0.0, 0.5636361320689758, 0.5419266999040396, 1.0]",[0],[1]
656,"[0.0, 0.24490094605592505, 0.6233107029614532, 1.0]",[0],[0]
657,"[1.0, 0.5581740495281836, 0.3077480045921817, 1.0]",[0],[0]
658,"[0.0, 0.3557715915686052, 0.6000387730199125, 1.0]",[0],[0]
659,"[0.0, 0.23137376999802908, 0.2294645128696482, 1.0]",[0],[0]
660,"[0.0, 0.29304066323097877, 0.592713353642609, 1.0]",[0],[0]
661,"[0.0, 0.19889829083833255, 0.7700894224323617, 1.0]",[0],[0]
662,"[0.0, 0.2495185167350963, 0.6030595189072824, 1.0]",[0],[0]
663,"[0.0, 0.29907042756509333, 0.6089063573574793, 1.0]",[0],[0]
664,"[0.0, 0.2980731250804838, 0.6517351928848718, 1.0]",[0],[0]
665,"[0.0, 0.5038539358752001, 0.6970864764022549, 1.0]",[0],[0]
666,"[1.0, 0.4464176787380797, 0.3343780071000581, 1.0]",[0],[0]
667,"[1.0, 0.47677979626241174, 0.1909845523964843, 1.0]",[0],[0]
668,"[0.0, 0.06359946489789416, 0.7761614202648133, 1.0]",[0],[0]
669,"[0.0, 0.2949910921452374, 0.5036426377015469, 1.0]",[0],[0]
670,"[0.0, 0.031300028670667494, 0.6137602568103142, 1.0]",[0],[0]
671,"[1.0, 0.46777148762042553, 0.15507390119145167, 1.0]",[0],[0]
672,"[0.0, 0.3945024540227548, 0.6292186266218031, 1.0]",[0],[0]
673,"[0.0, 0.520952421722536, 0.4872114274700694, 1.0]",[0],[0]
674,"[1.0, 0.5045971526258081, 0.25726318482054644, 1.0]",[0],[0]
675,"[0.0, 0.648800539757757, 0.2864855676013136, 1.0]",[0],[0]
676,"[0.0, 0.23603566192928316, 0.7472027636788378, 1.0]",[0],[0]
677,"[0.0, 0.2217382230109171, 0.44588440160527404, 1.0]",[0],[0]
678,"[1.0, 0.5772156929429666, 0.2567958895304108, 1.0]",[0],[0]
679,"[0.0, 0.43312744517002516, 0.46526677360295704, 1.0]",[0],[0]
680,"[0.0, 0.12296820904559115, 0.40373004851505545, 1.0]",[0],[0]
681,"[0.0, 0.3374671500364016, 0.47758707416664486, 1.0]",[0],[0]
682,"[0.0, 0.4729455222777716, 0.30949170092612116, 1.0]",[0],[0]
683,"[0.0, 0.40417944325995137, 0.7385866732980226, 1.0]",[0],[0]
684,"[0.0, 0.345064913541993, 0.4693796531187376, 1.0]",[0],[0]
685,"[1.0, 0.06495555177013271, 0.19488228087465695, 1.0]",[0],[0]
686,"[0.0, 0.538698111498864, 0.4490189950063516, 1.0]",[0],[0]
687,"[1.0, 0.2430445694253855, 0.21056295964875762, 1.0]",[0],[0]
